project_id,sprint_id,sprint_duration_days,team_size,avg_experience_years,planned_story_points,completed_story_points,velocity_change_pct,backlog_growth_rate,dependency_blockers,scope_change_requests,bug_count,reopened_issues,code_churn_pct,test_coverage_pct,deployment_failures,avg_work_hours,meeting_hours,attrition_risk_score,communication_delay_hours,unplanned_leave_days,days_remaining,milestone_slippage_days,client_priority,delivery_risk
P484,5,10,10,5.0,21,32,-38.9,7.5,1,2,18,9,31.7,75.1,3,10.1,14.1,0.25,10.6,1,51,5,1,1
P271,9,7,5,6.9,30,42,9.9,-8.9,2,1,10,2,18.8,53.1,2,9.1,7.9,0.65,8.4,3,86,3,2,0
P475,10,21,10,4.6,35,17,-1.1,10.1,4,0,8,3,13.0,75.3,3,7.6,7.1,0.22,3.1,1,42,4,5,0
P272,13,10,6,6.5,37,71,-34.2,19.7,2,2,8,1,39.7,78.2,3,7.5,9.0,0.31,1.4,3,35,3,1,0
P461,12,14,12,3.3,53,24,19.9,3.5,1,2,9,2,27.1,92.9,0,9.4,6.7,0.78,2.6,1,83,2,5,1
P146,5,7,8,6.7,29,50,-3.1,5.4,2,1,9,4,24.4,61.0,2,10.0,13.5,0.69,11.1,1,13,3,4,0
P478,5,7,10,3.8,32,61,-15.9,11.3,4,1,7,3,23.7,89.2,3,8.2,4.7,0.68,1.7,2,60,2,3,0
P240,12,14,11,4.9,51,35,13.1,12.3,1,0,6,5,20.8,72.1,2,10.6,7.9,0.35,8.7,1,64,1,5,0
P474,12,10,5,2.2,79,21,-37.5,23.4,4,2,10,3,18.8,52.2,0,7.5,6.7,0.49,3.7,0,27,6,4,1
P217,14,10,14,7.4,27,36,3.0,12.5,1,0,4,2,20.7,68.6,2,9.0,13.3,0.26,11.0,0,23,3,4,0
P376,2,7,4,5.9,26,39,-31.4,28.0,0,2,8,3,34.6,87.4,0,7.0,6.4,0.55,6.7,0,39,3,5,0
P313,12,14,10,7.0,67,13,-6.8,11.7,1,2,3,6,28.1,88.1,2,8.8,4.5,0.88,10.8,1,7,0,4,1
P319,11,7,9,2.5,36,63,-34.2,-8.6,2,1,7,6,26.7,91.6,0,10.4,15.0,0.8,10.4,0,54,2,3,0
P492,3,7,9,1.5,60,43,0.7,-3.6,1,1,8,4,16.6,55.6,1,7.0,3.8,0.35,2.1,1,20,3,1,0
P125,10,21,5,3.4,46,65,-12.1,22.3,5,2,6,4,10.9,69.5,2,10.2,13.2,0.64,8.7,2,73,2,1,0
P108,9,10,6,4.6,78,27,-39.6,10.3,0,3,5,5,6.7,64.0,0,9.6,7.1,0.6,9.0,2,73,2,5,1
P370,7,10,7,6.6,27,56,-35.7,10.8,2,0,7,3,10.9,91.7,1,7.6,11.1,0.53,3.9,1,27,4,4,0
P109,1,21,6,3.8,48,69,2.2,34.0,1,1,10,5,14.8,55.5,2,7.6,4.5,0.63,3.5,0,76,3,2,0
P477,3,10,5,2.9,76,68,-16.0,15.7,0,1,8,3,9.0,57.7,1,9.5,6.4,0.36,8.0,3,59,6,1,0
P220,12,10,6,3.6,71,11,0.3,-4.7,2,2,3,0,14.0,66.7,0,7.4,3.8,0.46,5.7,1,15,4,2,1
P224,2,10,9,5.9,56,25,-16.6,9.5,2,3,8,5,28.3,58.7,0,10.1,3.2,0.85,1.5,1,45,5,5,1
P269,1,14,12,3.4,46,67,-18.3,15.3,1,0,8,0,13.2,94.2,0,7.1,12.6,0.26,2.6,0,32,5,2,0
P171,9,21,7,7.9,56,21,11.3,-8.3,1,2,7,3,41.2,66.8,0,8.2,9.1,0.61,3.8,1,44,4,2,1
P251,8,7,9,2.2,78,14,11.3,6.4,1,1,1,4,44.6,53.5,0,9.5,6.1,0.77,12.0,0,86,2,2,1
P307,5,14,4,6.3,76,48,15.2,33.6,2,0,13,3,44.2,58.8,2,8.1,7.3,0.39,8.7,1,9,7,1,1
P148,11,7,9,5.1,43,24,9.4,23.8,1,2,13,3,14.3,66.7,1,7.5,11.3,0.47,8.8,1,24,3,5,0
P253,12,21,6,2.6,64,28,-32.4,6.7,2,2,7,3,26.4,75.7,1,7.5,8.8,0.65,11.1,0,61,1,4,1
P446,2,21,12,6.3,35,58,-36.0,1.8,3,2,8,3,24.4,64.7,0,9.0,8.6,0.48,3.1,3,81,3,2,0
P392,1,21,7,4.1,45,48,-36.5,2.7,3,5,7,2,19.9,66.4,0,9.7,7.4,0.66,12.0,2,41,3,2,1
P167,7,10,10,5.8,73,24,18.8,27.3,2,2,8,5,20.4,59.1,0,9.8,12.5,0.62,7.4,0,75,4,4,1
P149,13,14,7,5.6,50,64,-9.9,8.1,2,1,6,4,25.3,65.2,1,8.9,12.6,0.5,8.6,1,81,5,5,0
P251,11,21,14,1.8,46,65,-33.1,27.9,1,2,13,1,11.0,86.3,2,10.0,11.3,0.55,3.5,2,54,4,3,0
P118,11,7,9,6.9,45,54,-7.3,30.9,3,2,9,4,23.5,83.7,1,9.1,13.4,0.41,6.4,1,75,7,5,0
P199,2,10,10,5.8,62,66,2.6,10.9,2,2,10,4,39.3,61.6,2,9.6,12.4,0.61,7.3,2,41,5,2,0
P159,1,10,5,6.5,34,15,-34.3,32.5,3,0,8,5,31.2,83.3,1,7.9,5.5,0.37,3.3,1,75,1,5,1
P266,2,14,13,4.1,77,40,-19.2,3.5,2,2,7,5,32.5,91.5,2,9.1,7.1,0.41,8.0,2,30,6,4,1
P301,7,14,9,2.4,68,31,-28.7,1.7,4,1,14,2,10.2,86.8,1,10.9,11.7,0.2,6.1,0,66,1,3,1
P444,7,14,11,3.3,34,47,18.5,-5.2,2,1,9,3,14.4,77.8,0,8.5,15.0,0.66,4.2,0,46,2,3,0
P245,10,10,9,7.3,42,67,-20.9,1.1,3,1,3,4,8.2,71.5,3,8.8,4.7,0.29,2.9,3,41,6,5,0
P263,6,21,5,7.6,44,38,1.4,24.8,3,1,10,4,22.1,65.5,2,7.9,11.6,0.78,10.5,1,54,2,2,0
P341,5,7,7,4.4,63,65,15.1,8.2,2,0,5,1,27.4,73.2,0,8.1,8.9,0.84,11.4,1,68,4,2,0
P168,3,21,4,3.1,23,20,11.8,-3.3,2,1,11,0,31.9,91.0,0,10.7,7.4,0.65,4.5,0,23,2,5,0
P274,14,7,10,6.1,55,57,-16.4,-5.2,5,0,5,4,16.2,81.9,1,7.5,4.1,0.28,6.3,0,10,7,2,0
P148,12,21,11,6.4,72,69,-21.3,12.1,2,0,7,4,6.8,69.6,1,10.0,4.9,0.54,2.9,1,43,4,4,0
P207,3,14,13,6.7,35,60,8.6,14.3,2,2,8,1,36.5,58.3,1,7.2,5.0,0.11,6.5,1,54,5,4,0
P325,11,7,5,1.2,66,48,-27.7,25.8,2,2,9,2,26.4,88.8,1,10.2,10.3,0.65,10.0,1,57,5,2,1
P260,13,10,13,1.1,59,15,3.0,22.2,0,0,8,2,7.2,90.3,1,7.5,13.3,0.31,3.9,1,22,2,1,0
P218,12,7,8,3.5,78,39,10.1,-2.5,2,4,5,2,6.9,63.9,0,7.7,12.9,0.66,2.9,1,60,6,2,1
P248,9,10,14,2.1,40,10,11.0,2.5,1,0,4,3,18.5,54.2,0,8.9,13.5,0.24,3.9,0,43,6,5,0
P249,4,21,11,6.6,71,18,-39.5,21.2,3,1,9,4,11.6,87.6,1,8.5,9.5,0.24,7.0,3,61,5,2,1
P392,9,14,14,4.7,59,54,-10.0,-1.9,2,1,6,2,36.8,69.7,0,9.2,10.6,0.46,4.8,0,61,3,4,0
P242,4,7,11,6.8,62,17,-18.5,26.1,1,1,13,3,22.8,88.5,0,7.7,4.6,0.4,4.0,1,53,3,1,1
P259,2,10,8,2.2,72,43,18.7,19.6,3,1,16,0,31.8,91.3,2,7.0,8.8,0.12,2.0,1,54,6,1,1
P110,4,21,11,5.4,75,17,-7.4,14.1,4,2,4,1,35.7,50.0,1,7.6,8.4,0.86,6.7,4,14,2,3,1
P237,6,14,9,5.1,36,21,-14.4,19.0,0,2,10,4,28.6,52.6,0,8.1,9.5,0.68,3.9,1,15,7,2,1
P177,6,14,8,3.4,22,52,-25.3,-5.5,2,0,11,3,42.6,56.8,1,7.5,10.5,0.41,8.2,0,63,5,1,0
P176,5,14,14,4.6,26,65,10.7,14.7,2,2,8,2,5.6,68.2,3,8.9,7.0,0.49,6.5,0,35,7,3,0
P353,1,21,7,5.1,31,40,-20.8,10.3,1,0,6,2,17.6,81.4,0,9.1,6.5,0.6,9.1,1,70,3,1,0
P357,3,21,8,7.2,20,51,9.6,13.1,1,3,7,5,11.1,51.1,1,7.7,7.4,0.19,8.3,3,39,5,1,0
P419,5,21,7,1.4,62,42,13.5,5.2,0,1,6,3,12.0,60.0,1,7.8,4.2,0.13,10.6,2,7,4,1,0
P390,6,14,4,6.8,56,28,-36.5,11.1,3,1,8,5,40.2,74.9,1,8.4,3.9,0.48,7.0,1,82,2,3,1
P362,14,7,6,7.9,25,64,-9.4,29.7,0,1,5,4,40.7,91.2,0,7.3,4.6,0.5,9.5,1,36,5,4,0
P184,1,10,11,6.1,65,13,-14.8,5.5,2,1,9,3,27.0,57.0,0,8.6,6.9,0.12,8.2,2,7,5,3,1
P245,14,21,10,6.2,79,21,-16.4,-8.0,3,3,8,4,23.5,57.0,1,8.3,7.3,0.7,9.7,2,26,4,4,1
P422,14,7,10,2.5,68,37,-17.7,1.5,0,1,6,2,23.1,69.8,0,8.1,14.8,0.52,11.0,0,46,2,4,1
P141,9,10,14,4.7,42,67,-8.1,10.4,2,2,6,1,31.8,51.0,1,8.5,9.2,0.8,9.1,0,49,2,3,0
P473,14,14,6,5.9,44,57,-32.2,14.0,1,1,6,7,30.7,79.7,0,10.3,4.0,0.3,9.2,2,61,5,1,0
P224,3,7,12,5.2,44,10,12.3,9.2,1,3,12,2,34.4,83.7,1,10.2,5.6,0.15,10.9,0,9,1,4,0
P266,10,14,9,3.7,22,53,-6.5,27.2,2,2,8,5,39.8,51.6,1,9.5,13.8,0.84,7.6,0,25,4,4,0
P340,13,10,11,7.6,23,72,-19.2,31.2,4,3,5,2,5.6,64.7,1,10.5,14.7,0.15,1.4,1,20,8,1,0
P379,3,21,11,4.6,49,47,-25.4,11.9,3,1,9,3,16.4,53.3,1,8.1,14.8,0.48,9.9,1,52,3,2,0
P287,11,14,6,7.8,52,18,-3.0,-6.6,3,2,8,3,24.1,91.7,0,8.0,6.7,0.67,3.1,3,50,9,3,1
P401,2,7,7,4.9,48,15,7.2,8.9,1,1,9,2,20.3,51.4,0,8.1,9.5,0.73,7.1,2,37,6,2,1
P118,8,21,9,6.6,23,61,-13.5,-1.8,1,0,8,4,44.6,80.5,0,9.9,14.4,0.64,9.7,3,88,2,1,0
P167,13,7,5,6.2,33,25,19.1,2.8,2,1,4,1,22.5,69.7,3,7.6,8.6,0.44,2.4,1,44,5,3,0
P317,3,10,14,5.6,40,11,-7.9,27.5,0,2,14,1,43.4,94.4,0,9.7,5.1,0.85,2.2,1,36,5,1,1
P201,6,10,10,1.1,26,45,18.7,14.1,1,2,9,3,8.6,50.9,1,9.4,3.5,0.62,4.5,1,37,6,3,0
P141,2,21,5,1.5,40,44,17.8,27.3,2,0,5,3,20.2,71.8,4,7.7,7.5,0.49,10.2,1,49,3,1,0
P387,7,7,14,5.1,75,39,-4.0,34.4,0,2,6,3,23.4,92.2,2,10.0,9.6,0.47,5.9,2,52,3,2,0
P266,13,7,8,7.4,26,54,-5.1,14.5,5,0,6,0,17.2,55.4,3,10.7,12.6,0.5,9.7,2,36,1,1,0
P208,4,7,7,5.2,20,55,-33.7,31.1,4,2,11,4,38.9,58.8,0,10.7,11.2,0.27,3.6,1,72,4,4,0
P135,9,7,12,2.7,79,74,15.8,20.8,3,2,2,7,16.6,83.4,1,7.6,3.0,0.74,9.4,1,64,2,4,0
P331,14,10,5,3.2,53,10,8.2,-5.4,4,1,6,0,26.5,89.0,0,9.8,5.1,0.4,4.9,2,14,3,3,1
P328,10,7,10,5.4,42,66,-10.0,8.8,1,2,9,4,26.0,68.5,1,9.6,8.6,0.42,6.1,0,19,4,2,0
P452,9,10,10,5.2,22,40,-21.6,19.7,4,5,8,5,10.8,79.2,3,10.4,12.4,0.36,10.4,1,42,2,1,0
P263,7,7,10,7.7,37,34,10.3,21.7,2,2,5,3,16.5,70.1,3,8.5,3.9,0.23,12.0,0,22,5,3,0
P486,12,7,4,4.7,62,56,-22.5,28.7,1,0,9,4,28.3,54.4,0,8.4,11.1,0.26,8.6,1,13,2,1,0
P172,8,14,11,3.5,31,65,-7.5,18.7,3,1,12,1,27.9,81.2,0,9.7,5.5,0.73,11.8,1,47,8,2,0
P235,3,14,5,4.7,33,10,-28.1,-5.9,0,1,11,5,6.2,81.3,1,8.5,8.9,0.4,6.0,3,40,2,4,1
P452,11,7,8,6.5,60,46,8.3,-3.6,1,1,5,2,20.7,89.5,1,9.3,9.9,0.34,11.1,2,54,6,2,0
P478,5,10,5,4.8,47,21,5.2,4.8,1,1,7,3,41.8,66.6,1,11.0,7.5,0.55,5.7,0,25,4,5,0
P169,2,7,8,3.3,61,29,-22.5,3.2,2,2,7,6,36.3,89.7,0,8.8,4.1,0.27,6.8,0,23,5,3,1
P295,10,14,10,3.4,64,39,-33.0,-0.0,2,2,13,1,28.8,69.4,1,8.7,8.1,0.71,2.8,0,37,0,4,1
P368,7,7,9,6.3,43,73,-29.4,17.8,0,0,5,5,42.3,75.2,1,10.2,10.5,0.17,6.9,0,75,2,5,0
P148,13,14,8,1.5,43,73,-3.0,9.3,4,3,10,2,6.4,88.0,2,11.0,13.4,0.42,9.7,1,64,3,2,0
P415,8,7,7,2.9,22,27,-31.0,20.8,3,0,6,3,20.5,93.8,1,7.8,10.8,0.36,10.6,2,22,5,5,0
P229,9,21,11,2.1,78,41,-20.8,7.4,2,2,12,4,19.6,80.8,1,10.9,12.5,0.33,7.0,1,61,2,1,1
P104,11,7,14,7.6,77,28,10.4,2.3,3,1,7,1,9.6,87.8,2,8.8,7.9,0.68,1.5,0,84,4,4,1
P126,11,10,11,1.6,28,42,-35.1,14.8,1,0,4,3,16.4,50.3,0,8.1,5.0,0.5,11.0,1,82,5,3,0
P259,7,14,4,6.3,43,71,-5.1,-5.6,4,2,4,3,5.1,58.6,1,9.1,12.6,0.33,11.7,1,28,2,3,0
P248,10,21,13,5.4,79,31,-16.0,34.5,4,3,5,2,37.9,60.5,0,10.1,11.8,0.87,2.4,1,36,5,4,1
P363,10,14,5,5.4,21,38,-32.8,19.5,2,1,6,6,12.7,92.4,1,7.0,9.8,0.14,8.9,2,15,6,5,0
P329,13,14,6,6.3,74,13,-9.4,-4.5,2,1,5,1,40.7,75.8,3,8.8,10.8,0.53,7.8,0,57,3,3,1
P299,8,10,4,3.8,59,59,-9.0,18.0,1,2,7,6,26.9,88.0,0,7.6,13.6,0.55,1.6,0,56,5,5,0
P149,12,7,14,3.8,47,13,-17.3,-6.7,3,1,13,0,25.7,86.3,2,10.3,11.1,0.67,10.6,2,13,3,4,1
P166,9,10,6,3.0,26,14,-36.7,12.8,1,1,8,2,5.9,52.4,1,8.1,5.7,0.58,8.4,0,5,4,2,1
P399,6,7,13,5.2,28,48,-27.6,3.1,3,3,8,4,31.8,89.7,0,9.9,6.3,0.53,3.3,1,21,2,3,0
P480,12,21,11,7.5,64,66,-15.7,21.5,1,1,6,1,39.5,58.5,0,9.2,5.0,0.83,5.3,3,40,8,4,0
P157,12,10,7,7.5,58,40,-23.4,11.9,1,1,10,0,33.7,87.4,1,10.1,4.4,0.85,3.0,2,30,4,4,1
P358,10,10,10,5.9,79,16,-30.4,25.4,4,4,10,3,34.9,52.5,0,7.6,11.2,0.17,6.9,0,18,7,2,1
P441,2,14,10,7.3,58,21,-10.8,0.3,1,2,7,3,44.8,51.0,0,8.2,4.9,0.3,9.6,0,54,2,4,0
P425,2,10,14,7.7,52,19,-16.1,19.5,0,1,11,1,41.7,94.6,4,9.7,3.1,0.42,10.7,1,57,2,2,1
P229,4,7,8,6.6,53,38,-0.1,21.0,2,1,9,4,23.6,90.7,1,7.1,8.1,0.18,5.2,1,73,4,5,0
P314,9,10,4,3.9,40,22,-6.4,11.5,2,1,3,6,18.1,61.5,0,7.7,10.5,0.84,5.3,2,73,3,1,0
P271,7,10,13,4.4,48,40,-29.8,28.6,2,1,11,4,38.2,61.3,1,8.8,8.1,0.72,3.5,0,25,6,3,1
P357,2,21,7,7.5,46,18,1.3,-3.4,2,1,3,4,44.2,70.2,1,9.8,10.2,0.12,6.3,0,25,2,5,0
P201,8,7,10,5.7,36,60,-12.1,24.1,2,3,11,5,31.8,80.9,0,8.6,11.8,0.58,10.1,0,22,1,2,0
P308,11,14,8,6.7,79,25,-33.2,-4.1,3,4,11,2,16.4,94.2,0,9.0,5.5,0.62,2.0,1,20,4,4,1
P390,7,7,5,1.8,61,68,-38.9,-2.9,4,2,7,0,30.1,57.9,0,7.3,8.1,0.81,4.1,0,71,2,4,1
P453,9,21,11,2.4,66,67,-2.4,-0.9,7,2,7,3,7.8,74.8,0,8.1,8.5,0.47,8.1,1,64,6,1,0
P385,8,7,5,3.4,67,20,-2.9,19.7,4,2,9,1,27.2,73.6,2,7.6,8.0,0.29,3.8,1,74,4,3,1
P215,3,7,14,2.3,42,45,9.2,18.8,0,1,11,2,23.1,60.7,1,7.3,14.7,0.39,11.5,0,7,3,5,0
P363,1,10,11,7.3,72,10,5.7,10.1,1,3,9,2,35.8,90.6,5,9.0,6.1,0.4,6.4,1,34,5,4,1
P249,2,10,14,2.5,64,30,12.7,4.2,2,0,6,1,24.5,61.4,0,8.3,11.6,0.39,7.4,3,54,3,2,0
P399,14,7,5,4.9,40,53,-22.5,17.6,3,1,8,2,26.5,82.2,0,10.5,9.0,0.62,7.9,5,49,3,1,0
P135,13,7,14,1.6,27,46,-15.2,-3.5,2,1,8,3,44.3,56.8,0,9.2,12.2,0.6,7.6,1,67,2,1,0
P432,2,14,8,2.1,28,15,-36.3,18.3,3,0,8,2,18.1,60.8,0,9.2,7.7,0.56,1.4,2,49,4,4,1
P386,4,21,7,2.7,77,23,-15.3,-9.5,1,0,7,0,22.9,57.6,1,8.2,11.2,0.72,5.4,1,35,4,1,1
P402,6,10,4,7.9,52,10,-26.8,-3.5,2,1,10,3,38.7,92.2,2,8.3,6.7,0.81,2.1,0,73,4,5,1
P410,4,10,11,6.6,77,17,8.3,21.9,0,2,6,1,34.6,59.9,0,9.3,14.0,0.56,2.5,2,12,3,5,1
P307,9,10,13,5.7,23,53,-0.6,29.3,0,1,7,4,23.9,72.2,2,9.9,12.4,0.37,8.7,0,68,4,2,0
P205,4,10,6,7.4,78,36,6.9,-6.6,1,4,6,1,5.8,76.6,0,9.0,14.1,0.69,7.3,2,12,2,5,1
P257,6,7,7,7.7,37,45,-4.5,18.7,2,2,7,5,35.8,76.8,0,9.4,14.8,0.69,5.4,0,48,1,2,0
P220,6,7,7,4.2,51,51,-4.1,-7.2,2,3,5,3,7.6,78.1,3,10.5,3.6,0.81,2.5,2,42,7,2,0
P154,10,14,8,3.3,49,29,-25.9,29.6,3,1,8,6,41.5,64.2,1,10.8,14.4,0.84,8.3,0,41,2,5,1
P499,11,10,6,3.2,44,17,0.2,7.6,3,1,2,3,15.8,71.3,0,8.7,12.9,0.28,10.5,1,26,4,1,0
P111,10,10,12,1.3,76,55,-31.4,23.4,1,1,9,2,10.5,62.4,2,9.1,4.0,0.33,10.0,1,35,2,5,1
P244,1,7,7,3.0,52,61,-23.4,-2.2,3,0,7,3,7.4,85.0,1,10.8,4.2,0.31,7.3,2,89,6,3,0
P499,8,14,13,3.5,54,35,-29.2,28.8,3,2,6,4,42.6,69.4,0,8.2,8.0,0.25,2.9,2,46,2,3,1
P495,12,7,14,1.3,61,44,17.0,9.3,1,1,8,2,7.2,50.2,0,8.2,6.7,0.8,5.5,1,49,2,5,1
P235,3,10,14,7.2,75,69,13.9,-0.6,1,1,3,2,27.2,76.7,1,8.6,13.6,0.58,8.3,1,51,4,3,0
P102,13,10,7,6.9,53,12,12.5,15.8,4,3,2,1,12.9,94.4,1,8.4,7.2,0.35,11.4,2,72,3,2,1
P243,6,21,9,2.8,69,13,17.6,3.0,2,2,11,2,37.6,64.0,0,9.3,14.3,0.27,5.0,1,68,1,4,1
P129,3,21,11,6.6,21,71,-3.2,2.9,7,0,12,2,11.2,76.7,3,10.8,11.9,0.45,4.0,1,38,2,1,0
P336,11,21,10,6.6,32,73,13.7,-4.8,2,1,7,3,21.3,59.0,0,8.5,6.1,0.31,3.5,3,75,3,4,0
P378,2,14,7,3.3,72,59,-22.5,-0.4,2,0,9,3,16.1,66.8,2,7.6,12.8,0.8,6.0,4,68,8,3,1
P447,5,7,7,5.9,60,28,-16.9,25.9,5,1,9,1,31.4,54.4,2,9.6,4.8,0.7,10.4,0,28,2,1,1
P214,14,10,8,3.0,42,52,-12.0,13.6,4,1,6,2,23.0,71.7,0,8.6,8.6,0.62,9.5,2,53,0,5,0
P203,1,10,13,1.5,42,23,-34.6,6.0,0,1,8,3,19.8,91.5,1,10.8,7.5,0.46,6.7,0,42,4,4,1
P217,9,14,8,4.5,50,23,9.5,31.8,2,1,4,4,7.4,63.2,0,8.5,14.6,0.16,11.4,0,25,7,5,0
P104,11,10,4,4.1,21,63,-32.8,25.9,0,3,8,4,5.9,52.6,1,7.8,13.3,0.81,10.2,0,9,5,2,0
P459,7,10,11,2.0,21,38,8.0,4.0,1,2,11,1,38.6,75.7,0,10.8,14.0,0.31,1.2,1,30,4,3,0
P347,3,7,13,4.4,24,12,15.3,-5.0,0,2,12,4,17.4,81.3,0,8.7,9.6,0.87,5.0,0,33,0,1,0
P463,4,21,8,7.6,79,14,-5.9,-1.7,0,1,8,1,42.4,91.2,0,7.2,6.6,0.52,11.4,0,9,4,5,1
P420,13,21,6,6.1,33,14,-30.0,20.4,3,3,9,3,39.2,84.7,0,10.0,3.2,0.35,5.1,1,80,6,3,1
P220,6,14,6,6.2,42,54,-13.8,15.3,2,2,10,8,16.3,81.3,1,9.6,5.7,0.55,7.6,1,14,2,2,0
P385,3,21,7,6.3,74,73,-31.7,34.1,2,0,7,4,25.1,51.4,0,8.3,8.7,0.38,9.5,1,48,5,4,0
P248,12,21,10,6.2,76,73,-32.9,-9.4,2,2,4,0,32.4,78.4,0,10.6,12.5,0.68,5.9,2,88,4,1,1
P183,7,14,8,1.1,54,52,5.4,29.5,1,3,6,3,7.7,50.4,0,10.2,8.6,0.47,7.3,0,55,4,4,0
P330,13,14,4,7.5,65,52,-16.4,-9.4,2,2,13,1,24.1,74.5,2,10.9,14.3,0.59,4.7,0,35,3,2,0
P387,6,21,8,6.8,20,60,-40.0,9.1,2,0,6,4,31.4,54.1,1,10.1,7.2,0.18,8.3,0,53,5,4,0
P260,9,7,8,2.9,60,22,-37.1,31.2,2,0,4,3,14.3,92.4,1,9.6,9.4,0.64,4.3,1,57,2,5,1
P371,12,14,9,4.9,67,16,9.1,19.6,3,1,8,3,14.8,67.4,0,8.5,14.0,0.26,11.9,0,25,7,3,1
P137,5,10,10,5.3,68,51,-2.8,16.2,2,2,7,7,6.3,79.0,1,9.3,10.0,0.21,2.5,1,14,9,1,0
P325,4,14,8,1.9,59,14,10.7,4.1,6,0,8,1,5.3,54.3,2,8.9,10.0,0.53,7.5,0,63,3,5,1
P241,3,10,14,2.8,34,56,-23.6,33.5,1,3,6,3,8.5,55.9,0,8.0,3.3,0.74,2.0,1,46,1,2,0
P391,10,14,5,1.2,49,57,-21.1,-2.4,3,0,12,3,27.8,53.0,3,10.6,6.6,0.75,11.8,1,74,2,2,0
P250,1,14,5,7.0,40,56,-3.0,2.1,2,3,7,4,7.7,61.8,0,7.5,11.4,0.48,6.2,1,5,5,3,0
P213,3,21,7,1.2,27,17,-0.1,10.4,1,2,5,1,40.9,77.0,0,7.6,11.7,0.67,3.8,2,8,5,2,0
P336,3,21,4,3.2,26,30,-38.4,-4.3,0,2,10,4,19.6,57.0,1,7.9,4.3,0.87,8.7,0,62,7,3,1
P165,7,21,10,1.5,60,33,14.4,9.1,0,2,5,2,15.1,65.1,1,9.1,8.0,0.74,1.4,0,49,3,5,1
P460,7,7,4,6.5,53,22,7.9,-8.2,0,0,7,3,28.5,60.6,2,8.3,11.0,0.43,11.2,1,31,4,3,0
P440,13,21,6,7.5,76,24,-32.1,31.6,2,4,6,3,5.4,51.1,0,7.7,8.8,0.79,10.6,1,8,3,5,1
P357,12,21,13,4.9,61,62,-39.4,4.5,6,4,7,8,30.2,92.5,1,8.2,5.0,0.5,5.0,0,46,4,1,1
P348,1,14,10,2.0,56,40,6.1,18.5,2,1,12,7,38.3,73.1,1,7.1,8.1,0.6,4.8,2,58,4,3,0
P430,3,14,14,4.9,67,60,14.2,29.2,1,2,10,3,42.2,72.8,2,8.8,12.1,0.73,8.7,2,59,3,5,0
P422,13,7,9,6.4,72,56,-20.7,26.8,3,1,9,1,44.4,53.7,1,9.5,10.9,0.86,9.6,0,71,3,3,1
P279,8,10,10,6.0,51,48,-20.8,29.3,0,0,10,2,5.7,70.5,2,9.8,7.7,0.77,4.5,0,74,3,5,0
P289,9,14,8,6.2,52,66,-9.1,22.4,3,2,4,2,32.7,75.6,1,8.7,3.2,0.58,8.1,0,16,5,3,0
P253,7,14,11,3.0,25,59,0.5,-1.3,0,2,7,3,28.5,62.0,2,9.2,5.3,0.66,11.7,0,18,4,1,0
P295,7,10,9,1.5,61,66,-1.1,6.5,2,1,9,3,19.2,91.7,1,10.2,13.6,0.73,10.9,1,70,3,4,0
P410,12,7,7,2.0,29,44,5.2,13.0,3,2,9,4,7.2,58.9,0,10.7,3.1,0.56,9.7,2,66,2,3,0
P361,11,14,14,7.7,45,16,-33.2,5.2,3,1,7,3,43.2,55.1,0,7.8,9.3,0.83,9.7,1,65,5,1,1
P242,8,21,4,5.3,77,62,-8.8,33.0,3,5,15,2,11.6,93.2,0,9.5,9.8,0.58,7.3,0,41,5,3,0
P441,6,7,5,6.1,70,19,-9.6,26.3,1,2,11,4,26.5,62.5,1,8.9,7.7,0.25,7.7,1,87,2,1,1
P415,11,10,9,7.3,64,48,17.0,26.0,1,1,5,4,16.8,83.4,2,8.6,3.4,0.45,6.9,1,59,7,5,0
P200,3,10,7,7.0,45,67,15.1,6.2,3,4,8,3,19.0,60.8,3,10.5,9.8,0.15,7.1,1,61,5,2,0
P343,1,21,6,2.5,38,44,5.0,24.0,3,0,6,3,5.6,88.6,0,9.0,14.1,0.73,7.7,0,20,6,3,0
P111,7,21,10,1.4,54,68,12.6,17.6,1,3,9,3,20.3,51.0,1,9.2,14.6,0.21,11.1,1,81,5,5,0
P338,1,21,10,7.5,64,31,4.7,6.9,3,1,4,4,9.6,79.9,1,8.6,14.1,0.86,7.8,0,70,5,3,1
P148,1,7,5,7.9,23,18,3.2,3.9,3,1,10,4,14.7,58.0,1,8.2,9.2,0.52,10.8,1,54,4,2,0
P141,9,10,11,5.0,44,17,-27.1,25.5,2,3,10,3,6.8,56.3,2,7.6,11.7,0.56,10.3,0,51,1,1,1
P265,13,21,14,7.2,27,67,-3.0,16.9,2,1,8,2,15.9,56.3,1,8.3,9.0,0.79,2.3,0,6,3,5,0
P181,10,21,4,2.6,31,31,15.0,-8.3,0,0,11,3,8.5,53.7,2,7.5,11.1,0.57,2.3,0,50,7,1,0
P390,7,10,14,1.8,73,49,5.0,-9.0,1,1,8,4,22.3,94.1,1,9.0,3.9,0.2,8.4,0,5,2,2,0
P257,13,14,13,4.5,43,37,-3.7,27.9,0,2,8,0,9.0,68.9,1,10.9,11.8,0.79,10.1,2,88,6,2,0
P315,11,7,10,6.7,43,55,-24.5,-6.0,2,2,5,2,43.3,93.3,3,8.2,9.5,0.85,8.5,2,35,11,3,1
